Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee
2019-03-22,21:45 (15:45),UEFA Euro Qualifying,Group stage,Fri,Away,W,4,1,md Moldova,,,67,"10,042",Hugo Lloris,4-5-1,Aleksandar Stavrev
2019-03-25,20:45 (15:45),UEFA Euro Qualifying,Group stage,Mon,Home,W,4,0,is Iceland,,,75,"64,538",Hugo Lloris,4-2-3-1,István Kovács
2019-06-02,21:00 (15:00),Friendlies (M),Friendlies (M),Sun,Home,W,2,0,bo Bolivia,,,,"35,228",Raphaël Varane,4-2-3-1,Alberto Undiano
2019-06-08,21:45 (14:45),UEFA Euro Qualifying,Group stage,Sat,Away,L,0,2,tr Türkiye,,,63,"36,783",Hugo Lloris,4-3-3,Damir Skomina
2019-06-11,20:45 (14:45),UEFA Euro Qualifying,Group stage,Tue,Away,W,4,0,ad Andorra,,,86,"3,187",Hugo Lloris,4-2-3-1,Fran Jović
2016-09-06,21:45 (14:45),WCQ,First round,Tue,Away,D,0,0,by Belarus,,,,"12,920",Raphaël Varane,4-2-3-1,Ovidiu Hațegan
2016-10-07,20:45 (14:45),WCQ,First round,Fri,Home,W,4,1,bg Bulgaria,,,,"65,475",Hugo Lloris,4-4-1-1,Luca Banti
2016-10-10,20:45 (14:45),WCQ,First round,Mon,Away,W,1,0,nl Netherlands,,,,"50,220",Hugo Lloris,4-4-1-1,Damir Skomina
2016-11-11,20:45 (14:45),WCQ,First round,Fri,Home,W,2,1,se Sweden,,,,"80,000",Hugo Lloris,4-4-1-1,Milorad Mažić
2017-03-25,20:45 (15:45),WCQ,First round,Sat,Away,W,3,1,lu Luxembourg,,,,"8,000",Hugo Lloris,4-2-3-1,Andris Treimanis
2017-06-09,20:45 (14:45),WCQ,First round,Fri,Away,L,1,2,se Sweden,,,,"48,783",Hugo Lloris,4-2-3-1,Martin Atkinson
2017-08-31,20:45 (14:45),WCQ,First round,Thu,Home,W,4,0,nl Netherlands,,,,"79,551",Hugo Lloris,4-2-3-1,Gianluca Rocchi
2017-09-03,20:45 (14:45),WCQ,First round,Sun,Home,D,0,0,lu Luxembourg,,,,"31,177",Hugo Lloris,4-4-2,Aleksandar Stavrev
2017-10-07,21:45 (14:45),WCQ,First round,Sat,Away,W,1,0,bg Bulgaria,,,,"12,921",Hugo Lloris,4-3-3,Antonio Matéu Lahoz
2017-10-10,20:45 (14:45),WCQ,First round,Tue,Home,W,2,1,by Belarus,,,,"74,037",Hugo Lloris,4-2-2-2,Halis Özkahya
2018-03-23,21:00 (16:00),Friendlies (M),Friendlies (M),Fri,Home,L,2,3,co Colombia,,,,"80,000",Hugo Lloris,4-2-3-1,Adrien Jaccottet
2018-03-27,18:50 (11:50),Friendlies (M),Friendlies (M),Tue,Away,W,3,1,ru Russia,,,,"51,165",Hugo Lloris,4-3-3,Gediminas Mažeika
2018-05-28,21:00 (15:00),Friendlies (M),Friendlies (M),Mon,Home,W,2,0,ie Rep. of Ireland,,,,"70,000",Blaise Matuidi,4-1-4-1,Georgi Kabakov
2018-06-01,21:05 (15:05),Friendlies (M),Friendlies (M),Fri,Home,W,3,1,it Italy,,,,"34,500",Hugo Lloris,4-1-4-1,Anthony Taylor
2018-06-09,21:00 (15:00),Friendlies (M),Friendlies (M),Sat,Home,D,1,1,us United States,,,,"58,241",Hugo Lloris,4-4-2,William Collum
2018-06-16,13:00 (06:00),FIFA World Cup,Group stage,Sat,Neutral,W,2,1,au Australia,1.3,1.0,56,"41,279",Hugo Lloris,4-3-3,Andrés Cunha
2018-06-21,20:00 (11:00),FIFA World Cup,Group stage,Thu,Neutral,W,1,0,pe Peru,2.0,0.4,44,"32,789",Hugo Lloris,4-2-3-1,Mohammed Abdulla Hassan
2018-06-26,17:00 (10:00),FIFA World Cup,Group stage,Tue,Neutral,D,0,0,dk Denmark,0.4,0.2,67,"78,011",Raphaël Varane,4-2-3-1,Sandro Ricci
2018-06-30,17:00 (10:00),FIFA World Cup,Round of 16,Sat,Neutral,W,4,3,ar Argentina,2.2,0.8,39,"42,873",Hugo Lloris,4-2-3-1,Alireza Faghani
2018-07-06,17:00 (10:00),FIFA World Cup,Quarter-finals,Fri,Neutral,W,2,0,uy Uruguay,0.5,0.9,61,"43,319",Hugo Lloris,4-2-3-1,Néstor Pitana
2018-07-10,21:00 (14:00),FIFA World Cup,Semi-finals,Tue,Neutral,W,1,0,be Belgium,1.7,0.4,36,"64,286",Hugo Lloris,4-2-3-1,Andrés Cunha
2018-07-15,18:00 (11:00),FIFA World Cup,Final,Sun,Neutral,W,4,2,hr Croatia,1.1,1.1,35,"78,011",Hugo Lloris,4-4-2,Néstor Pitana
2018-09-06,20:45 (14:45),UEFA Nations League,League A,Thu,Away,D,0,0,de Germany,,,,"67,485",Raphaël Varane,4-4-1-1,Daniele Orsato
2018-09-09,20:45 (14:45),UEFA Nations League,League A,Sun,Home,W,2,1,nl Netherlands,,,,"76,452",Raphaël Varane,4-2-3-1,Alberto Undiano
2018-10-11,21:00 (15:00),Friendlies (M),Friendlies (M),Thu,Home,D,2,2,is Iceland,,,,"18,000",Hugo Lloris,4-2-3-1,Tiago Martins
2018-10-16,20:45 (14:45),UEFA Nations League,League A,Tue,Home,W,2,1,de Germany,,,,"75,000",Hugo Lloris,4-2-3-1,Danilo Grujić
2018-11-16,20:45 (14:45),UEFA Nations League,League A,Fri,Away,L,0,2,nl Netherlands,,,,"44,366",Hugo Lloris,4-4-1-1,Anthony Taylor
2018-11-20,21:00 (15:00),Friendlies (M),Friendlies (M),Tue,Home,W,1,0,uy Uruguay,,,,,Hugo Lloris,4-2-3-1,Damir Skomina
2017-03-25,20:45 (15:45),WCQ,First round,Sat,Away,W,3,1,lu Luxembourg,,,,"8,000",Hugo Lloris,4-2-3-1,Andris Treimanis
2017-03-28,21:00 (15:00),Friendlies (M),Friendlies (M),Tue,Home,L,0,2,es Spain,,,,"79,021",Hugo Lloris,4-3-3,Felix Zwayer
2017-06-02,21:00 (15:00),Friendlies (M),Friendlies (M),Fri,Home,W,5,0,py Paraguay,,,,"28,256",Hugo Lloris,4-2-3-1,Artur Soares Dias
2017-06-09,20:45 (14:45),WCQ,First round,Fri,Away,L,1,2,se Sweden,,,,"48,783",Hugo Lloris,4-2-3-1,Martin Atkinson
2017-06-13,21:00 (15:00),Friendlies (M),Friendlies (M),Tue,Home,W,3,2,eng England,,,,"80,000",Hugo Lloris,4-4-2,Davide Massa
2017-08-31,20:45 (14:45),WCQ,First round,Thu,Home,W,4,0,nl Netherlands,,,,"79,551",Hugo Lloris,4-2-3-1,Gianluca Rocchi
2017-09-03,20:45 (14:45),WCQ,First round,Sun,Home,D,0,0,lu Luxembourg,,,,"31,177",Hugo Lloris,4-4-2,Aleksandar Stavrev
2017-10-07,21:45 (14:45),WCQ,First round,Sat,Away,W,1,0,bg Bulgaria,,,,"12,921",Hugo Lloris,4-3-3,Antonio Matéu Lahoz
2017-10-10,20:45 (14:45),WCQ,First round,Tue,Home,W,2,1,by Belarus,,,,"74,037",Hugo Lloris,4-2-2-2,Halis Özkahya
2017-11-10,21:00 (15:00),Friendlies (M),Friendlies (M),Fri,Home,W,2,0,wls Wales,,,,"50,000",Blaise Matuidi,4-4-2,Manuel De Sousa
2017-11-14,20:45 (14:45),Friendlies (M),Friendlies (M),Tue,Away,D,2,2,de Germany,,,,,Raphaël Varane,4-3-3,Cüneyt Çakιr
2016-03-25,20:45 (15:45),Friendlies (M),Friendlies (M),Fri,Away,W,3,2,nl Netherlands,,,,"48,000",Blaise Matuidi,4-1-4-1,Felix Zwayer
2016-03-29,21:00 (15:00),Friendlies (M),Friendlies (M),Tue,Home,W,4,2,ru Russia,,,,"65,000",Hugo Lloris,4-1-4-1,Craig Thomson
2016-05-30,21:00 (15:00),Friendlies (M),Friendlies (M),Mon,Home,W,3,2,cm Cameroon,,,,"37,000",Hugo Lloris,4-1-4-1,Simon Evans
2016-06-04,21:00 (15:00),Friendlies (M),Friendlies (M),Sat,Home,W,3,0,sct Scotland,,,,"25,000",Hugo Lloris,4-1-4-1,Sébastien Delferière
2016-06-10,21:00 (15:00),UEFA Euro,Group stage,Fri,Home,W,2,1,ro Romania,,,64,"75,113",Hugo Lloris,4-3-3,Viktor Kassai
2016-06-15,21:00 (15:00),UEFA Euro,Group stage,Wed,Home,W,2,0,al Albania,,,60,"63,670",Hugo Lloris,4-2-3-1,William Collum
2016-06-19,21:00 (15:00),UEFA Euro,Group stage,Sun,Away,D,0,0,ch Switzerland,,,41,"45,616",Hugo Lloris,4-3-3,Damir Skomina
2016-06-26,15:00 (09:00),UEFA Euro,Round of 16,Sun,Home,W,2,1,ie Rep. of Ireland,,,67,"56,279",Hugo Lloris,4-3-3,Nicola Rizzoli
2016-07-03,21:00 (15:00),UEFA Euro,Quarter-finals,Sun,Home,W,5,2,is Iceland,,,61,"76,833",Hugo Lloris,4-2-3-1,Björn Kuipers
2016-07-07,21:00 (15:00),UEFA Euro,Semi-finals,Thu,Away,W,2,0,de Germany,,,32,"64,078",Hugo Lloris,4-2-3-1,Nicola Rizzoli
2016-07-10,21:00 (15:00),UEFA Euro,Final,Sun,Away,L,0,1,pt Portugal,,,56,"75,868",Hugo Lloris,4-2-3-1,Mark Clattenburg
2016-09-01,21:00 (15:00),Friendlies (M),Friendlies (M),Thu,Away,W,3,1,it Italy,,,,"39,000",Raphaël Varane,4-3-3,Björn Kuipers
2016-09-06,21:45 (14:45),WCQ,First round,Tue,Away,D,0,0,by Belarus,,,,"12,920",Raphaël Varane,4-2-3-1,Ovidiu Hațegan
2016-10-07,20:45 (14:45),WCQ,First round,Fri,Home,W,4,1,bg Bulgaria,,,,"65,475",Hugo Lloris,4-4-1-1,Luca Banti
2016-10-10,20:45 (14:45),WCQ,First round,Mon,Away,W,1,0,nl Netherlands,,,,"50,220",Hugo Lloris,4-4-1-1,Damir Skomina
2016-11-11,20:45 (14:45),WCQ,First round,Fri,Home,W,2,1,se Sweden,,,,"80,000",Hugo Lloris,4-4-1-1,Milorad Mažić
